Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
15,K460,MILLENIUM BROOKLYN HIGH SCHOOL - K,DOE - RESOA,FY25 RESO A BATHROOM UPGRADES,Construction,PNS,PNS,PNS,PNS,DOER,150000.00,0.00,DSF0001112717
15,K460,MILLENIUM BROOKLYN HIGH SCHOOL - K,DOE - Skilled Trades,CAFETERIA SERVING LINE,Construction,Complete,12/1/2022,DOES,12/4/2023,DOES,827633.00,816499.00,DSF0000960842
15,K460,MILLENIUM BROOKLYN HIGH SCHOOL - K,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,7/18/2024,DOES,7/26/2024,DOES,65832.00,,DSF0001084908
15,K520,BROOKLYN FRONTIERS HIGH SCHOOL - K,SCA IEH,"PO18-ABATE WALLS, CEILINGS, AND FLOORS KITCHEN/CAFETERIA (1003) - WALLS,CEILING & FLOOR BOILER ROOM",Construction,In-Progress,10/17/2024,IEH,,IEH,0.00,0.00,SCA0000073517
15,K520,BROOKLYN FRONTIERS HIGH SCHOOL - K,DOE - RESOA,FY17 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,201141.00,0.00,DSF0000844843
15,K520,BROOKLYN FRONTIERS HIGH SCHOOL - K,DOE - RESOA,FY20 RESO A FABLABS,Construction,PNS,PNS,PNS,PNS,DOER,150000.00,0.00,DSF0000913064
15,K564,SUNSET PARK HS - BROOKLYN,DOE - RESOA,FY21 RESO A WATER FOUNTAIN UPGRADES,Construction,In-Progress,2/21/2022,DOER,,DOER,102406.00,0.00,DSF0001008251
15,K564,SUNSET PARK HS - BROOKLYN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,In-Progress,5/28/2024,DOES,,DOES,50832.00,0.00,DSF0001084921
15,K655,BROOKLYN HS OF THE ARTS - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,10/23/2020,2/26/2021,3/3/2021,5800,6265.00,6265.00,DSF0000960753
15,K655,BROOKLYN HS OF THE ARTS - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,3/3/2021,8/25/2021,7/14/2021,26100,25063.00,25063.00,DSF0000960753
15,K655,BROOKLYN HS OF THE ARTS - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,Construction,In-Progress,5/5/2022,2/28/2023,,336400,297211.00,250533.00,DSF0000960753
15,K655,BROOKLYN HS OF THE ARTS - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,5/5/2022,2/28/2023,,353613,341004.00,238596.00,DSF0000960753
15,K655,BROOKLYN HS OF THE ARTS - BROOKLYN,DOE - Skilled Trades,CAFETERIA SERVING LINE,Construction,Complete,2/10/2023,DOES,10/4/2023,DOES,489448.00,440142.00,DSF0000960851
15,K655,BROOKLYN HS OF THE ARTS - BROOKLYN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,11/6/2024,DOES,11/18/2024,DOES,65832.00,,DSF0001084775
15,K656,BROOKLYN HS OF THE ARTS - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Scope,Complete,5/18/2017,10/19/2017,7/18/2017,109022,169741.00,169741.00,"DSF0000798263, DSF0000784013"
15,K656,BROOKLYN HS OF THE ARTS - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Design,Complete,7/20/2017,12/21/2017,1/19/2018,426177,527397.00,507338.00,"DSF0000798263, DSF0000784013"
15,K656,BROOKLYN HS OF THE ARTS - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Construction,In-Progress,6/11/2018,3/1/2020,,7101271,6930095.00,5611908.00,"DSF0000798263, DSF0000784013"
15,K656,BROOKLYN HS OF THE ARTS - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,"CM,F&E",In-Progress,6/11/2018,3/1/2020,,637617,1000757.00,979718.00,"DSF0000798263, DSF0000784013"
15,K656,BROOKLYN HS OF THE ARTS - BROOKLYN,SCA CIP,FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / ROOFS / COVID VENTILATION,Scope,Complete,1/26/2021,7/12/2021,11/3/2021,129522,250049.00,241536.00,"DSF0000942271, DSF0000942274, DSF0000942275, DSF0000942273, DSF0000990972"
15,K656,BROOKLYN HS OF THE ARTS - BROOKLYN,SCA CIP,FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / ROOFS / COVID VENTILATION,Design,Complete,11/10/2021,4/15/2022,5/11/2022,639043,523169.00,472624.00,"DSF0000942271, DSF0000942274, DSF0000942275, DSF0000942273, DSF0000990972"
15,K656,BROOKLYN HS OF THE ARTS - BROOKLYN,SCA CIP,FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / ROOFS / COVID VENTILATION,Construction,In-Progress,9/12/2022,9/10/2024,,13637703,12608203.00,8663938.00,"DSF0000942271, DSF0000942274, DSF0000942275, DSF0000942273, DSF0000990972"
15,K656,BROOKLYN HS OF THE ARTS - BROOKLYN,SCA CIP,FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / ROOFS / COVID VENTILATION,"CM,F&E",In-Progress,9/12/2022,9/10/2024,,970878,312747.00,300135.00,"DSF0000942271, DSF0000942274, DSF0000942275, DSF0000942273, DSF0000990972"
15,K656,BROOKLYN HS OF THE ARTS - BROOKLYN,SCA IEH,PO18-SAFE ACCESS ABATEMENT,Construction,Complete,12/5/2024,IEH,12/11/2024,IEH,0.00,0.00,SCA0000073668
15,K661,THE LITTLE BROOKLYN PRE-K CENTER,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,1/30/2024,DOES,8/28/2024,DOES,65832.00,8315.00,DSF0001085455
15,K671,P.S. 958,DOE - RESOA,FY25 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,75000.00,0.00,DSF0001112734
15,K680,I.S. @ 46 VERONA STREET - BROOKLYN,SCA Capacity,NEW SCHOOL,Scope,Complete,5/6/2021,9/30/2021,11/16/2021,2016007,1151031.00,1151031.00,DSF0000843826
15,K680,I.S. @ 46 VERONA STREET - BROOKLYN,SCA Capacity,NEW SCHOOL,Design,Complete,11/17/2021,5/5/2022,10/8/2024,8064028,2019195.00,1953794.00,DSF0000843826
15,K680,I.S. @ 46 VERONA STREET - BROOKLYN,SCA Capacity,NEW SCHOOL,Construction,PNS,PNS,PNS,PNS,111384390,111384390.00,1629054.00,DSF0000843826
15,K680,I.S. @ 46 VERONA STREET - BROOKLYN,SCA Capacity,NEW SCHOOL,"CM,Art,F&E",PNS,PNS,PNS,PNS,14616051,14616051.00,693260.00,DSF0000843826
15,K680,I.S. @ 46 VERONA STREET - BROOKLYN,SCA CIP,DEMOLITION,Scope,Complete,9/13/2022,9/13/2022,9/13/2022,68074,60894.00,60894.00,DSF0000843826
15,K680,I.S. @ 46 VERONA STREET - BROOKLYN,SCA CIP,DEMOLITION,Design,Complete,9/13/2022,4/18/2023,7/14/2023,340372,153716.00,135902.00,DSF0000843826
15,K680,I.S. @ 46 VERONA STREET - BROOKLYN,SCA CIP,DEMOLITION,Construction,PNS,PNS,PNS,PNS,7658377,7658377.00,240153.00,DSF0000843826
15,K680,I.S. @ 46 VERONA STREET - BROOKLYN,SCA CIP,DEMOLITION,"CM,F&E",PNS,PNS,PNS,PNS,476521,476521.00,206117.00,DSF0000843826
15,K680,I.S. @ 46 VERONA STREET - BROOKLYN,SCA CIP,DEMOLITION,Scope,Complete,7/1/2022,8/29/2022,7/1/2022,105550,60915.00,60915.00,DSF0000843826
15,K680,I.S. @ 46 VERONA STREET - BROOKLYN,SCA CIP,DEMOLITION,Design,Complete,7/1/2022,11/30/2022,12/19/2022,527750,119480.00,119480.00,DSF0000843826
15,K680,I.S. @ 46 VERONA STREET - BROOKLYN,SCA CIP,DEMOLITION,Construction,PNS,PNS,PNS,PNS,11874375,11874375.00,71587.00,DSF0000843826
15,K680,I.S. @ 46 VERONA STREET - BROOKLYN,SCA CIP,DEMOLITION,"CM,F&E",PNS,PNS,PNS,PNS,738850,738850.00,131007.00,DSF0000843826
15,K682,P.S. 896 - BROOKLYN,DOE - RESOA,FY21 RESO A HYDROPONICS LAB,Construction,PNS,PNS,PNS,PNS,DOER,101143.00,0.00,DSF0001008257
15,K692,THE LITTLE BROOKLYN PRE-K CENTER,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000.00,0.00,DSF0001033613
15,K749,THE LITTLE BROOKLYN PRE-K CENTER,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,8/13/2018,DOES,,DOES,195142.00,0.00,DSF0000888716
15,K749,THE LITTLE BROOKLYN PRE-K CENTER,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,2/1/2024,DOES,9/6/2024,DOES,65832.00,9290.00,DSF0001085464
15,K751,P.S. 58 - BROOKLYN,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000.00,0.00,DSF0001033454
15,K751,P.S. 58 - BROOKLYN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,3/1/2024,DOES,11/22/2024,DOES,65832.00,8887.00,DSF0001085465
15,K763,THE MAURICE SENDAK COMMUNITY SCHOOL,SCA IEH,PO18-PERFORM QC SUPPLEMENTAL SAMPLING ON FLOORS IN ROOM 318. SOFT FILLER ASSUMED ACM.  DAMAGE IS IN,Construction,Complete,9/24/2024,IEH,10/24/2024,IEH,0.00,0.00,SCA0000073418
15,K763,THE MAURICE SENDAK COMMUNITY SCHOOL,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,5/16/2024,DIIR,7/25/2024,DIIR,50000.00,28407.00,DSF0001035588
15,K763,THE MAURICE SENDAK COMMUNITY SCHOOL,DOE - RESOA,FY18 RESO A HYDROPNICS CLASSROOM,Construction,Complete,6/7/2019,DOER,9/25/2019,DOER,113347.00,,DSF0000867688
15,K781,WEST BROOKLYN COMMUNITY HS - K,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000.00,0.00,DSF0001035589
15,K781,WEST BROOKLYN COMMUNITY HS - K,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,12/4/2024,DIIR,,DIIR,50000.00,0.00,DSF0001086149
15,K781,WEST BROOKLYN COMMUNITY HS - K,DOE - RESOA,FY18 RESO A LIBRARY UPGRADES,Construction,PNS,PNS,PNS,PNS,DOER,59842.00,0.00,DSF0000867214
15,K801,HEADQTRS 65 CNTRL ADMIN. - K,SCA IEH,PO18-PLEASE REMOVE 800SF OF RUG AND FLOOR TILE ACM IN ROOM 907 ON THE 9TH FLOOR.,Construction,In-Progress,5/2/2024,IEH,,IEH,0.00,0.00,SCA0000072974
15,K801,HEADQTRS 65 CNTRL ADMIN. - K,SCA IEH,PO18-REMOVAL OF RUG AND FLOOR TILES IN ROOM #703,Construction,Complete,5/28/2024,IEH,8/4/2024,IEH,0.00,0.00,SCA0000073029
15,K801,HEADQTRS 65 CNTRL ADMIN. - K,Fast Track Projects,ELEVATOR MODERNIZATION,Construction,In-Progress,9/13/2017,FTK,,FTK,4840626.00,4800037.00,DSF0000851530
15,K801,HEADQTRS 65 CNTRL ADMIN. - K,DOE - Skilled Trades,COOLING TOWER REPAIRS,Construction,In-Progress,1/31/2022,DOES,,DOES,233035.00,0.00,DSF0000991068
15,K801,HEADQTRS 65 CNTRL ADMIN. - K,DOE - Skilled Trades,MASONRY REPAIRS,Construction,In-Progress,1/3/2024,DOES,,DOES,302535.00,0.00,DSF0001094771
15,K804,COBBLE  HILL SCHL OF AMER. STUD-K,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION,Scope,Complete,6/28/2022,11/14/2022,11/16/2022,99214,99699.00,99699.00,"DSF0001016323, DSF0001016324, DSF0001016325, DSF0001067090"
15,K804,COBBLE  HILL SCHL OF AMER. STUD-K,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION,Design,Complete,12/9/2022,5/12/2023,5/12/2023,490286,311634.00,297261.00,"DSF0001016323, DSF0001016324, DSF0001016325, DSF0001067090"
15,K804,COBBLE  HILL SCHL OF AMER. STUD-K,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION,Construction,PNS,PNS,PNS,PNS,10531370,10531370.00,58078.00,"DSF0001016323, DSF0001016324, DSF0001016325, DSF0001067090"
15,K804,COBBLE  HILL SCHL OF AMER. STUD-K,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION,"CM,F&E",PNS,PNS,PNS,PNS,737856,737856.00,32941.00,"DSF0001016323, DSF0001016324, DSF0001016325, DSF0001067090"
15,K804,COBBLE  HILL SCHL OF AMER. STUD-K,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,3/22/2022,7/20/2022,3/28/2022,4700,3788.00,3788.00,DSF0000960755
15,K804,COBBLE  HILL SCHL OF AMER. STUD-K,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,3/28/2022,9/20/2022,7/19/2022,21150,15152.00,15152.00,DSF0000960755
15,K804,COBBLE  HILL SCHL OF AMER. STUD-K,SCA CIP,IPDVS CAMERA INSTALLATION,Construction,In-Progress,2/8/2023,1/3/2024,,272600,243589.00,174214.00,DSF0000960755
15,K804,COBBLE  HILL SCHL OF AMER. STUD-K,SCA CIP,IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,2/8/2023,1/3/2024,,247639,237633.00,140503.00,DSF0000960755
15,K804,COBBLE  HILL SCHL OF AMER. STUD-K,SCA IEH,PO18-ABATE AND REPAIR FLOORING IN SCIENCE LABS # 411 AND 416,Construction,In-Progress,7/28/2023,IEH,,IEH,0.00,0.00,SCA0000072171
15,K804,COBBLE  HILL SCHL OF AMER. STUD-K,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,6/3/2024,DIIR,11/20/2024,DIIR,100000.00,100000.00,DSF0001033100
15,K804,COBBLE  HILL SCHL OF AMER. STUD-K,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,10/7/2024,DOES,10/17/2024,DOES,65832.00,,DSF0001084933
15,K825,SOUTH BROOKLYN COMM. HS - K,SCA CIP RESOA,FY24 RESO A KITCHEN UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001086151
15,K825,SOUTH BROOKLYN COMM. HS - K,SCA CIP RESOA,FY24 RESO A KITCHEN UPGRADE,Design,PNS,PNS,PNS,PNS,4500,4500.00,0.00,DSF0001086151
15,K825,SOUTH BROOKLYN COMM. HS - K,SCA CIP RESOA,FY24 RESO A KITCHEN UPGRADE,Construction,PNS,PNS,PNS,PNS,66000,66000.00,0.00,DSF0001086151
15,K825,SOUTH BROOKLYN COMM. HS - K,SCA CIP RESOA,FY24 RESO A KITCHEN UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,4500,4500.00,0.00,DSF0001086151
15,K825,SOUTH BROOKLYN COMM. HS - K,SCA CIP RESOA,PATH OF TRAVEL RESO A KITCHEN UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087036
15,K825,SOUTH BROOKLYN COMM. HS - K,SCA CIP RESOA,PATH OF TRAVEL RESO A KITCHEN UPGRADE,Design,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087036
15,K825,SOUTH BROOKLYN COMM. HS - K,SCA CIP RESOA,PATH OF TRAVEL RESO A KITCHEN UPGRADE,Construction,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087036
15,K825,SOUTH BROOKLYN COMM. HS - K,SCA CIP RESOA,PATH OF TRAVEL RESO A KITCHEN UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087036
15,K825,SOUTH BROOKLYN COMM. HS - K,SCA Furniture & Equipment,FY23 RESO A MOBILE SCIENCE LABS,F&E,PNS,PNS,PNS,PNS,60000,60000.00,0.00,DSF0001035593
15,K825,SOUTH BROOKLYN COMM. HS - K,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,100000.00,0.00,DSF0001086152
15,K834,K372 SPED - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,10/26/2022,3/1/2023,12/23/2022,4140,5226.00,5226.00,DSF0001034561
15,K834,K372 SPED - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,12/23/2022,6/22/2023,2/22/2023,18630,20907.00,20907.00,DSF0001034561
15,K834,K372 SPED - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,7/21/2023,6/14/2024,,240120,213785.00,180085.00,DSF0001034561
15,K834,K372 SPED - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,7/21/2023,6/14/2024,,70527,55265.00,52624.00,DSF0001034561
15,K834,K372 SPED - BROOKLYN,SCA CIP,PLAYGROUND UPGRADE / PATH OF TRAVEL PLAYGROUND UPGRADE,Scope,Complete,3/29/2023,4/3/2024,2/5/2024,12557,49464.00,48406.00,"DSF0001083942, DSF0001111802"
15,K834,K372 SPED - BROOKLYN,SCA CIP,PLAYGROUND UPGRADE / PATH OF TRAVEL PLAYGROUND UPGRADE,Design,Complete,2/5/2024,7/23/2024,3/14/2024,56505,62222.00,43942.00,"DSF0001083942, DSF0001111802"
15,K834,K372 SPED - BROOKLYN,SCA CIP,PLAYGROUND UPGRADE / PATH OF TRAVEL PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,728287,728287.00,5930.00,"DSF0001083942, DSF0001111802"
15,K834,K372 SPED - BROOKLYN,SCA CIP,PLAYGROUND UPGRADE / PATH OF TRAVEL PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,134984,134984.00,23772.00,"DSF0001083942, DSF0001111802"
15,K834,K372 SPED - BROOKLYN,SCA CIP RESOA,FY21 RESO A PLAYGROUND UPGRADE,Scope,Complete,7/12/2021,10/8/2021,10/5/2021,0,53537.00,53537.00,DSF0001008277
15,K834,K372 SPED - BROOKLYN,SCA CIP RESOA,FY21 RESO A PLAYGROUND UPGRADE,Design,Complete,11/15/2021,4/4/2022,10/31/2022,49603,77909.00,77909.00,DSF0001008277
15,K834,K372 SPED - BROOKLYN,SCA CIP RESOA,FY21 RESO A PLAYGROUND UPGRADE,Construction,In-Progress,6/16/2023,7/19/2024,,727510,545952.00,314058.00,DSF0001008277
15,K834,K372 SPED - BROOKLYN,SCA CIP RESOA,FY21 RESO A PLAYGROUND UPGRADE,"CM,F&E",In-Progress,6/16/2023,7/19/2024,,49603,78705.00,59687.00,DSF0001008277
15,K834,K372 SPED - BROOKLYN,SCA IEH,PO18-SAFE ACCESS ABATEMENT,Construction,Complete,9/26/2024,IEH,10/9/2024,IEH,0.00,0.00,SCA0000073433
15,K834,K372 SPED - BROOKLYN,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,3/7/2024,DIIR,8/5/2024,DIIR,150000.00,150000.00,DSF0001035594
15,K834,K372 SPED - BROOKLYN,DOE - RESOA,FY24 RESO A BATHROOM UPGRADES,Construction,PNS,PNS,PNS,PNS,DOER,185659.00,0.00,DSF0001086153
15,K845,P.S. 295 - BROOKLYN,SCA CIP,COVID VENTILATION,Scope,Complete,12/17/2020,4/16/2021,6/29/2021,22586,53170.00,53170.00,DSF0000991254
15,K845,P.S. 295 - BROOKLYN,SCA CIP,COVID VENTILATION,Design,Complete,6/30/2021,12/1/2021,11/5/2021,112931,101835.00,94234.00,DSF0000991254
15,K845,P.S. 295 - BROOKLYN,SCA CIP,COVID VENTILATION,Construction,PNS,PNS,PNS,PNS,2540943,2540943.00,706797.00,DSF0000991254
15,K845,P.S. 295 - BROOKLYN,SCA CIP,COVID VENTILATION,"CM,F&E",PNS,PNS,PNS,PNS,158103,158103.00,78867.00,DSF0000991254
15,K845,I.S. 443 - BROOKLYN,SCA CIP,PARAPETS / ROOFS / EXTERIOR MASONRY,Scope,Complete,11/27/2023,4/12/2024,6/5/2024,144280,157122.00,137215.00,"DSF0001111765, DSF0001111766, DSF0001094998"
15,K845,I.S. 443 - BROOKLYN,SCA CIP,PARAPETS / ROOFS / EXTERIOR MASONRY,Design,Complete,6/14/2024,11/18/2024,11/6/2024,673304,290179.00,8246.00,"DSF0001111765, DSF0001111766, DSF0001094998"
15,K845,I.S. 443 - BROOKLYN,SCA CIP,PARAPETS / ROOFS / EXTERIOR MASONRY,Construction,PNS,PNS,PNS,PNS,10676683,10676683.00,23907.00,"DSF0001111765, DSF0001111766, DSF0001094998"
15,K845,I.S. 443 - BROOKLYN,SCA CIP,PARAPETS / ROOFS / EXTERIOR MASONRY,"CM,F&E",PNS,PNS,PNS,PNS,1058049,1058049.00,38848.00,"DSF0001111765, DSF0001111766, DSF0001094998"
15,K845,P.S. 295 - BROOKLYN,SCA CIP,FY13 RESO A GYM UPG / GYM FLOOR / CAFE / GYM FLOOR SUBSTRATE / FLOOD ELIM / FLOORS / PARAPETS / EXT MASONRY / ROOFS,Scope,Complete,11/28/2012,4/23/2014,6/23/2014,176917,289253.00,254282.00,"DSF0000754744, DSF0000775989, DSF0000761629, DSF0000784298, DSF0000784302, DSF0000807596, DSF0000807597, DSF0000807595"
15,K845,P.S. 295 - BROOKLYN,SCA CIP,FY13 RESO A GYM UPG / GYM FLOOR / CAFE / GYM FLOOR SUBSTRATE / FLOOD ELIM / FLOORS / PARAPETS / EXT MASONRY / ROOFS,Design,Complete,12/10/2014,5/13/2015,8/24/2015,672202,1303148.00,1241908.00,"DSF0000754744, DSF0000775989, DSF0000761629, DSF0000784298, DSF0000784302, DSF0000807596, DSF0000807597, DSF0000807595"
15,K845,P.S. 295 - BROOKLYN,SCA CIP,FY13 RESO A GYM UPG / GYM FLOOR / CAFE / GYM FLOOR SUBSTRATE / FLOOD ELIM / FLOORS / PARAPETS / EXT MASONRY / ROOFS,Construction,In-Progress,7/17/2017,1/7/2019,,10351810,10354314.00,9178519.00,"DSF0000754744, DSF0000775989, DSF0000761629, DSF0000784298, DSF0000784302, DSF0000807596, DSF0000807597, DSF0000807595"
15,K845,P.S. 295 - BROOKLYN,SCA CIP,FY13 RESO A GYM UPG / GYM FLOOR / CAFE / GYM FLOOR SUBSTRATE / FLOOD ELIM / FLOORS / PARAPETS / EXT MASONRY / ROOFS,"CM,F&E",In-Progress,7/17/2017,1/7/2019,,1156748,1402257.00,1369928.00,"DSF0000754744, DSF0000775989, DSF0000761629, DSF0000784298, DSF0000784302, DSF0000807596, DSF0000807597, DSF0000807595"
15,K845,I.S. 443 - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,5/22/2023,9/21/2023,6/7/2023,4537,587.00,587.00,DSF0001035024
15,K845,I.S. 443 - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,6/7/2023,12/5/2023,8/30/2023,20417,2346.00,2346.00,DSF0001035024
15,K845,I.S. 443 - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,Construction,In-Progress,2/23/2024,1/17/2025,,263158,249711.00,143056.00,DSF0001035024
15,K845,I.S. 443 - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,2/23/2024,1/17/2025,,48775,32259.00,15141.00,DSF0001035024
15,K845,P.S. 295 - BROOKLYN,SCA Emergency Response,EMERGENCY STABILIZATION- SWB,Construction,In-Progress,9/6/2022,EMER,,EMER,18216.00,11332.00,SCA0000071438
15,K845,I.S. 443 - BROOKLYN,Fast Track Projects,LSP VACUUM PUMP REPLACEMENT,Construction,In-Progress,6/22/2021,FTK,,FTK,561423.00,554612.00,DSF0000942555
15,K908,P.S. 230 - BROOKLYN,SCA IEH,PO18-SAFE ACCESS ABATEMENT,Construction,In-Progress,6/17/2024,IEH,,IEH,0.00,0.00,SCA0000073073
15,K917,BROOKLYN COLLEGE ACADEMY - K,SCA IEH,PO18-SAFE ACCESS ABATEMENT,Construction,In-Progress,4/19/2024,IEH,,IEH,0.00,0.00,SCA0000072945
15,K917,BROOKLYN COLLEGE ACADEMY - K,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000.00,0.00,DSF0001033580
15,K917,BROOKLYN COLLEGE ACADEMY - K,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,5/24/2024,DIIR,8/7/2024,DIIR,50000.00,40273.00,DSF0001086159
15,K939,I.S. 136 - BROOKLYN,DOE - RESOA,FY24 RESO A HYDROPONICS LAB,Construction,PNS,PNS,PNS,PNS,DOER,175000.00,0.00,DSF0001086161
15,KAGI,BROOKLYN PROSPECT CHARTER SCHOOL - K,DIIT - RESOA,FY21 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,50000.00,0.00,DSF0001008259
15,KAGI,BROOKLYN PROSPECT CHARTER SCHOOL - K,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000.00,0.00,DSF0001112746
15,KBGZ,NEVINS DAY CARE CENTER,SCA CIP,ACS EARLY LEARN LEASE IMPROVEMENT / PATH OF TRAVEL,Scope,Complete,3/2/2021,8/3/2022,2/22/2023,23316,43876.00,43876.00,"DSF0001008758, DSF0001009214"
15,KBGZ,NEVINS DAY CARE CENTER,SCA CIP,ACS EARLY LEARN LEASE IMPROVEMENT / PATH OF TRAVEL,Design,Complete,2/28/2023,6/30/2023,3/31/2023,115467,179372.00,116248.00,"DSF0001008758, DSF0001009214"
15,KBGZ,NEVINS DAY CARE CENTER,SCA CIP,ACS EARLY LEARN LEASE IMPROVEMENT / PATH OF TRAVEL,Construction,In-Progress,11/13/2023,5/5/2025,,2501588,2852506.00,1552298.00,"DSF0001008758, DSF0001009214"
15,KBGZ,NEVINS DAY CARE CENTER,SCA CIP,ACS EARLY LEARN LEASE IMPROVEMENT / PATH OF TRAVEL,"CM,F&E",In-Progress,11/13/2023,5/5/2025,,171572,276169.00,150608.00,"DSF0001008758, DSF0001009214"
15,KBNU,BROOKLYN URBAN CHARTER SCHOOL,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,2/23/2024,DIIR,6/21/2024,DIIR,50000.00,50000.00,DSF0001035604
15,KBNU,BROOKLYN URBAN CHARTER SCHOOL,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000.00,0.00,DSF0001112748
